Time,Velocity,Distance,Acceleration
6.5,10.0,48.33333,0.0
6.6,10.0,49.33333,0.0
6.7,10.0,50.33333,0.0
6.8,10.0,51.33333,0.0
6.9,10.0,52.33333,0.0
7.0,10.0,53.33333,0.0
7.1,10.0,54.33333,0.0
7.2,10.0,55.33333,0.0
7.3,10.0,56.33333,0.0
7.4,10.0,57.33333,0.0
7.5,10.0,58.33333,0.0
7.6,10.0,59.33333,0.0
7.7,10.0,60.33333,0.0
7.8,10.0,61.33333,0.0
7.9,10.0,62.33333,0.0
8.0,10.0,63.33333,0.0
8.1,10.0,64.33333,0.0
8.2,10.0,65.33333,0.0
8.3,10.0,66.33333,0.0
8.4,10.0,67.33333,0.0
8.5,10.0,68.33333,0.0
8.6,10.0,69.33333,0.0
8.7,10.0,70.33333,0.0
8.8,10.0,71.33333,0.0
8.9,10.0,72.33333,0.0
9.0,10.0,73.33333,0.0
9.1,10.0,74.33333,0.0
9.2,10.0,75.33333,0.0
9.3,10.0,76.33333,0.0
9.4,10.0,77.33333,0.0
9.5,10.0,78.33333,0.0
9.6,10.0,79.33333,0.0
9.7,10.0,80.33333,0.0
9.8,10.0,81.33333,0.0
9.9,10.0,82.33333,0.0
10.0,10.0,83.33333,0.0
10.1,10.0,84.33333,0.0
10.2,10.0,85.33333,0.0
10.3,10.0,86.33333,0.0
10.4,10.0,87.33333,0.0
10.5,10.0,88.33333,0.0
10.6,10.0,89.33333,0.0
10.7,10.0,90.33333,0.0
10.8,10.0,91.33333,0.0
10.9,10.0,92.33333,0.0
11.0,10.0,93.33333,0.0
11.1,10.0,94.33333,0.0
11.2,10.0,95.33333,0.0
11.3,10.0,96.33333,0.0
11.4,10.0,97.33333,0.0
11.5,10.0,98.33333,0.0
11.6,10.0,99.33333,0.0
11.7,10.0,100.33333,0.0
11.8,10.0,101.33333,0.0
11.9,10.0,102.33333,0.0
12.0,10.0,103.33333,0.0
12.1,10.0,104.33333,0.0
12.2,10.0,105.33333,0.0
12.3,10.0,106.33333,0.0
12.4,10.0,107.33333,0.0
12.5,10.0,108.33333,0.0
12.6,10.0,109.33333,0.0
12.7,10.0,110.33333,0.0
12.8,10.0,111.33333,0.0
12.9,10.0,112.33333,0.0
13.0,10.0,113.33333,0.0
13.1,10.0,114.33333,0.0
13.2,10.0,115.33333,0.0
13.3,10.0,116.33333,0.0
13.4,10.0,117.33333,0.0
13.5,10.0,118.33333,0.0
13.6,10.0,119.33333,0.0
13.7,10.0,120.33333,0.0
13.8,10.0,121.33333,0.0
13.9,10.0,122.33333,0.0
14.0,10.0,123.33333,0.0
14.1,10.0,124.33333,0.0
14.2,10.0,125.33333,0.0
14.3,10.0,126.33333,0.0
14.4,10.0,127.33333,0.0
14.5,10.0,128.33333,0.0
14.6,10.0,129.33333,0.0
14.7,10.0,130.33333,0.0
14.8,10.0,131.33333,0.0
14.9,10.0,132.33333,0.0
15.0,10.0,133.33333,0.0
15.1,10.0,134.33333,0.0
15.2,10.0,135.33333,0.0
15.3,10.0,136.33333,0.0
15.4,10.0,137.33333,0.0
15.5,10.0,138.33333,0.0
15.6,10.0,139.33333,0.0
15.7,10.0,140.33333,0.0
15.8,10.0,141.33333,0.0
15.9,10.0,142.33333,0.0
16.0,10.0,143.33333,0.0
16.1,10.0,144.33333,0.0
16.2,10.0,145.33333,0.0
16.3,10.0,146.33333,0.0
16.4,10.0,147.33333,0.0
16.5,10.0,148.33333,0.0
16.6,10.0,149.33333,0.0
16.7,10.0,150.33333,0.0
16.8,10.0,151.33333,0.0
16.9,10.0,152.33333,0.0
17.0,10.0,153.33333,0.0
17.1,10.0,154.33333,0.0
17.2,10.0,155.33333,0.0
17.3,10.0,156.33333,0.0
17.4,10.0,157.33333,0.0
17.5,10.0,158.33333,0.0
17.6,10.0,159.33333,0.0
17.7,10.0,160.33333,0.0
17.8,10.0,161.33333,0.0
17.9,10.0,162.33333,0.0
18.0,10.0,163.33333,0.0
18.1,10.0,164.33333,0.0
18.2,10.0,165.33333,0.0
18.3,10.0,166.33333,0.0
18.4,10.0,167.33333,0.0
18.5,10.0,168.33333,0.0
18.6,10.0,169.33333,0.0
18.7,10.0,170.33333,0.0
18.8,10.0,171.33333,0.0
18.9,10.0,172.33333,0.0
19.0,10.0,173.33333,0.0
19.1,10.0,174.33333,0.0
19.2,10.0,175.33333,0.0
19.3,10.0,176.33333,0.0
19.4,10.0,177.33333,0.0
19.5,10.0,178.33333,0.0
19.6,10.0,179.33333,0.0
19.7,10.0,180.33333,0.0
19.8,10.0,181.33333,0.0
19.9,10.0,182.33333,0.0
20.0,10.0,182.33333,-0.0
20.1,9.9875,183.33333,-0.25
20.2,9.95,184.33333,-0.5
20.3,9.8875,185.33333,-0.75
20.4,9.8,186.33333,-1.0
20.5,9.6875,187.33333,-1.25
20.6,9.55,188.33333,-1.5
20.7,9.3875,189.33333,-1.75
20.8,9.2,190.33333,-2.0
20.9,8.9875,191.33333,-2.25
21.0,8.75,192.33333,-2.5
21.1,8.4875,193.33333,-2.75
21.2,8.2,194.33333,-3.0
21.3,7.8875,195.33333,-3.25
21.4,7.55,196.33333,-3.5
21.5,7.1875,197.33333,-3.75
21.6,6.8,198.33333,-4.0
21.7,6.3875,199.33333,-4.25
21.8,5.95,200.33333,-4.5
21.9,5.4875,201.33333,-4.75
22.0,5.0,202.33333,-5.0
22.1,4.5125,202.80833,-4.75
22.2,4.05,203.23333,-4.5
22.3,3.6125,203.60833,-4.25
22.4,3.2,203.93333,-4.0
22.5,2.8125,204.20833,-3.75
22.6,2.45,204.43333,-3.5
22.7,2.1125,204.60833,-3.25
22.8,1.8,204.73333,-3.0
22.9,1.5125,204.80833,-2.75
23.0,1.25,204.83333,-2.5
23.1,1.0125,204.80833,-2.25
23.2,0.8,204.73333,-2.0
23.3,0.6125,204.60833,-1.75
23.4,0.45,204.43333,-1.5
23.5,0.3125,204.20833,-1.25
23.6,0.2,203.93333,-1.0
23.7,0.1125,203.60833,-0.75
23.8,0.05,203.23333,-0.5
23.9,0.0125,202.80833,-0.25
24.0,0.0,202.33333,-0.0
24.0,0,200.0,0
